,co_code,company_name,co_industry_type,co_industry_gp_code,co_industry_name,nic_prod_code,nic_name
6387,239332,SUMERU INDUSTRIES LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
6388,239343,SUMEX CHEMICALS LTD.,1.0,101012020000000.0,Pesticides,2021.0,Manufacture of pesticides and other agrochemical products
6389,239443,SUMITRA PHARMACEUTICALS & CHEMICALS LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,2100.0,"Manufacture of pharmaceuticals, medicinal chemical and botanical products"
6390,239536,SUMURA MARITIME TRADES LTD.,1.0,101011101702000.0,Marine foods,10204.0,Processing and preserving of fish crustacean and similar foods
6391,239563,HIT KIT GLOBAL SOLUTIONS LTD.,1.0,101040405000000.0,Retail trading,471.0,Retail sale in non-specialized stores
6392,239603,SUN EARTH CERAMICS LTD.,1.0,101013015000000.0,Ceramic products,23939.0,Manufacture of ceramic products n.e.c.
6393,239666,SUN GRANITE EXPORT LTD.,1.0,101013025000000.0,Granite,8102.0,Quarrying of granite
6394,239681,SUN INFOWAYS LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
6395,239726,SUN PHARMACEUTICAL INDS. LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,21002.0,Manufacture of allopathic pharmaceutical preparations
6396,239777,SUN SOURCE (INDIA) LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
6397,239780,SUN STAR CHEMICALS LTD.,1.0,101040401000000.0,Wholesale trading,46691.0,"Wholesale of industrial chemicals,"
6398,239792,SUN T V NETWORK LTD.,1.0,101041520050000.0,Media-broadcasting,6020.0,Television programming and broadcasting activities
6399,239807,SUN VALLEY FARM PRODUCTS LTD.,1.0,101040401000000.0,Wholesale trading,46620.0,Wholesale of metals and metal ores
6400,239967,NEHA PROTIENS LTD.,1.0,101012090000000.0,Other chemical products,20.0,Manufacture of Chemicals and Chemical products
6401,239973,SUNCITY SYNTHETICS LTD.,1.0,101011510000000.0,Man-made filaments & fibres,20302.0,Manufacture of synthetic or artificial filament staple fibre not textured
6402,240029,SUNDARAM BRAKE LININGS LTD.,1.0,101014502059000.0,Other automobile ancillaries,29301.0,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc."
6403,240037,SUNDARAM FINANCE LTD.,2.0,102030100000000.0,Auto finance services,64920.0,Other credit granting
6404,240038,SUNDARAM FINANCE HOLDINGS LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
6405,240054,SUNDARAM MULTI PAP LTD.,1.0,101015001100000.0,Paper products,17099.0,Manufacture of other paper products n.e.c.
6406,240069,SUNDARAM-CLAYTON LTD.,1.0,101013505010000.0,Aluminium & aluminium products,24320.0,Casting of non-ferrous metals
6407,240101,SUNDAY EXPORTS LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
6408,240175,SUNDERBAN AQUATIC FARMS LTD.,1.0,101011101702000.0,Marine foods,10204.0,Processing and preserving of fish crustacean and similar foods
6409,240215,SUNDRAM FASTENERS LTD.,1.0,101014502059000.0,Other automobile ancillaries,2930.0,Manufacture of parts and accessories for motor vehicles
6410,240266,SUNFLAG IRON & STEEL CO. LTD.,1.0,101013501100000.0,Steel,24109.0,Manufacture of other basic iron and steel n.e.c
6411,240281,SUNFLEX FINANCE & INVESTMENTS LTD.,2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
6412,240330,SUNGOLD CAPITAL LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
6413,240390,SUNIL AGRO FOODS LTD.,1.0,101011101703000.0,Milling products,10611.0,Flour milling
6414,240449,SUNIL INDUSTRIES LTD.,1.0,101011505000000.0,Cloth,13121.0,"Weaving, Manufacture of cotton and cotton mixture fabrics."
6415,240560,SUNIL HEALTHCARE LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,21009.0,Manufacture of other pharmaceutical and botanical products n.e.c. like hina powder etc.
6416,240636,SUNITEE CHEMICALS LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
6417,240643,SUNITI COMMERCIALS LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
6418,240676,SUNKU AUTO LTD.,1.0,101014502011500.0,Two & three wheelers,30912.0,Manufacture of three-wheelers and their engine
6419,240698,ZENOTECH LABORATORIES LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,21002.0,Manufacture of allopathic pharmaceutical preparations
6420,240835,SUNRAJ DIAMOND EXPORTS LTD.,1.0,101040401000000.0,Wholesale trading,46697.0,Wholesale of precious stones
6421,240872,SUNRISE ASIAN LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
6422,240933,SUNRISE INDUSTRIAL TRADERS LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
6423,240960,SUNRISE OLEOCHEMICALS LTD.,1.0,101011101200000.0,Vegetable oils & products,10402.0,Manufacture of vegetable oils and fats excluding corn oil
6424,241012,SUNRISE ZINC LTD.,1.0,101013505900000.0,Other non-ferrous metals & metal products,24209.0,Manufacture of other non-ferrous metals n.e.c.
6425,241034,SUNSHIELD CHEMICALS LTD.,1.0,101012090000000.0,Other chemical products,20.0,Manufacture of Chemicals and Chemical products
6426,241042,SUNSHINE CAPITAL LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
6427,241126,SUNSTAR LUBRICANTS LTD.,1.0,101012050050000.0,"Lubricants, etc.",19201.0,"Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or bituminous minerals"
6428,241133,SUNSTAR SOFTWARE SYSTEMS LTD.,2.0,102031500000000.0,Other asset financing services,64920.0,Other credit granting
6429,241295,SUPER BAKERS (INDIA) LTD.,1.0,101041510000000.0,Business services & consultancy,77.0,Rental and leasing activities
6430,241348,SUPER CROP SAFE LTD.,1.0,101012020000000.0,Pesticides,2021.0,Manufacture of pesticides and other agrochemical products
6431,241358,SUPER DOMESTIC MACHINES LTD.,1.0,101040401000000.0,Wholesale trading,46599.0,"Wholesale of other machinery, equipment and supplies n.e.c. including computer-controlled machine tools and computer-controlled sewing and knitting machines"
6432,241386,SUPER FORGINGS & STEELS LTD.,1.0,101013501150000.0,Castings & forgings,25910.0,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy"
6433,241408,SUPER HOUSE LTD. [MERGED],1.0,101012505500000.0,Other leather & related products,1512.0,"Manufacture of luggage, handbags and the like, saddlery and harness"
6434,241481,SUPER POLYFABRIKS LTD.,1.0,101012045100000.0,Plastic packaging goods,22203.0,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc.)"
6435,241501,SUPER SALES INDIA LTD.,1.0,101011501000000.0,Cotton & blended yarn,13111.0,Preparation and spinning of cotton fiber including blended* cotton
6436,241535,SUPER SPINNING MILLS LTD.,1.0,101011501000000.0,Cotton & blended yarn,13111.0,Preparation and spinning of cotton fiber including blended* cotton
6437,241563,SUPER SYNCOTEX (INDIA) LTD.,1.0,101041590000000.0,Other miscellaneous services,46103.0,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
6438,241564,SUPER TANNERY LTD.,1.0,101012505500000.0,Other leather & related products,15113.0,Tanning and finishing of industrial leather
6439,241619,SUMUKA AGRO INDS. LTD.,1.0,101040405000000.0,Retail trading,472.0,"Retail sale of food, beverages and tobacco in specialized stores"
6440,241688,SUPERHOUSE LTD.,1.0,101012505500000.0,Other leather & related products,151.0,"Tanning and dressing of leather; Manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur"
6441,241693,SUPERIOR AIR PRODUCTS LTD. [MERGED],1.0,101012001000000.0,Inorganic chemicals,20116.0,Manufacture of basic chemical elements
6442,241702,SUPERIOR FINLEASE LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
6443,241721,SUPERIOR SOX LTD.,1.0,101011505000000.0,Cloth,13911.0,Manufacture of knitted and crocheted cotton fabrics
6444,241725,SUPERIOR INDUSTRIAL ENTERPRISES LTD.,1.0,101015001100000.0,Paper products,17029.0,Manufacture of other containers of paper and paperboard n.e.c.
6445,241791,S D F INDUSTRIES LTD.,1.0,101011101300000.0,Beer & alcohol,11011.0,"Manufacture of distilled, potable, alcoholic beverages such as whisky, brandy, gin, 'mixed drinks' etc."
6446,241795,SUPERSTAR WELDING INDS. LTD.,1.0,101014005150000.0,Miscellaneous electrical machinery,27900.0,Manufacture of other electrical equipment
6447,241820,SUPERTEX INDUSTRIES LTD.,1.0,101011515000000.0,Textile processing,13131.0,Finishing of cotton and blended cotton textiles.
6448,241843,SUPPLEMENTARY FOODS (INDIA) LTD.,1.0,101041510000000.0,Business services & consultancy,70200.0,Management consultancy activities
6449,241876,SUPRA PACIFIC MGMT. CONSULTANCY LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
6450,241896,W W TECHNOLOGY HOLDINGS LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
6451,241914,SUPRAJIT ENGINEERING LTD.,1.0,101014502059000.0,Other automobile ancillaries,29209.0,Manufacture of other attachments to motor vehicles n.e.c.
6452,241921,SUPRAPTI PLASTICS LTD.,1.0,101012045100000.0,Plastic packaging goods,22203.0,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc.)"
6453,241938,SUPREME (INDIA) IMPEX LTD.,1.0,101011505000000.0,Cloth,13121.0,"Weaving, Manufacture of cotton and cotton mixture fabrics."
6454,241950,SUPREME INFRASTRUCTURE INDIA LTD.,1.0,101060203000000.0,Infrastructural construction,42101.0,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways"
6455,241970,SUPREME CONDUCTORS LTD.,1.0,101013505050000.0,Copper & copper products,24201.0,"Manufacture of Copper from ore, and other copper products and alloys"
6456,242009,SUPREME ENGINEERING LTD.,1.0,101013501500000.0,Other ferrous metal products,25999.0,Manufacture of other fabricated metal products n.e.c.
6457,242011,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.,1.0,101060209000000.0,Other construction & allied activities,41001.0,Construction of buildings carried out on own-account basis or on a fee or contract basis
6458,242022,SUPREME INDUSTRIES LTD.,1.0,101012045400000.0,"Plastic furniture, floorings & miscellaneous items",222.0,Manufacture of plastics products
6459,242052,SUPREME ORIENTED FILMS LTD. [MERGED],1.0,101012045050000.0,Plastic films & flexible packaging,22201.0,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)"
6460,242059,SUPREME PETROCHEM LTD.,1.0,101012040000000.0,Polymers,20131.0,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
6461,242106,SUPREME TELECOM & NETWORK INDIA LTD.,1.0,101014010050000.0,Communication equipment,2630.0,Manufacture of communication equipment
6462,242126,SUPREME TEX MART LTD.,1.0,101011510000000.0,Man-made filaments & fibres,20302.0,Manufacture of synthetic or artificial filament staple fibre not textured
6463,242154,SUPRIYA PHARMACEUTICALS LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,2100.0,"Manufacture of pharmaceuticals, medicinal chemical and botanical products"
6464,242192,SUPERSPACE INFRASTRUCTURE LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
6465,242273,SURAJ HOLDINGS LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
6466,242279,SURAJ INDUSTRIES LTD.,1.0,101041510000000.0,Business services & consultancy,82990.0,Other business support service activities n.e.c.
6467,242314,SURAJ PRODUCTS LTD.,1.0,101013501500000.0,Other ferrous metal products,2410.0,Manufacture of basic iron and steel
6468,242321,SURAJ SECURITIES & FINANCE LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
6469,242329,SURAJ LTD.,1.0,101013501200000.0,Steel pipes & tubes,24311.0,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel"
6470,242331,SURAJ STONE CORPN. LTD.,2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
6471,242338,SHRI GANG INDS. & ALLIED PRODUCTS LTD.,1.0,101011101200000.0,Vegetable oils & products,10402.0,Manufacture of vegetable oils and fats excluding corn oil
6472,242416,SURANA CORPORATION LTD.,1.0,101040401000000.0,Wholesale trading,46498.0,Wholesale of precious metals and jewellery
6473,242431,SURANA INDUSTRIES LTD.,1.0,101040401000000.0,Wholesale trading,46620.0,Wholesale of metals and metal ores
6474,242443,SURANA SECURITIES LTD.,2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
6475,242446,P M TELELINNKS LTD.,1.0,101040401000000.0,Wholesale trading,46620.0,Wholesale of metals and metal ores
6476,242448,SURANA TELECOM & POWER LTD.,1.0,101030110000000.0,Renewable electricity,35105.0,Electric power generation using solar energy
6477,242478,TORRENT POWER S E C LTD. [MERGED],1.0,101030210000000.0,Electricity distribution,35109.0,"Collection and distribution of electric energy to households, industrial, commercial and other users n.e.c."
6478,242508,SURAT TEXTILE MILLS LTD.,1.0,101011510000000.0,Man-made filaments & fibres,20301.0,Manufacture of synthetic or artificial filament tow
6479,242548,SURBHI INDUSTRIES LTD.,1.0,101011515000000.0,Textile processing,20203.0,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
6480,242600,SUREKA COATED TUBES & SHEETS LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
6481,242923,SURGIPLAST LTD.,1.0,101012045400000.0,"Plastic furniture, floorings & miscellaneous items",22209.0,Manufacture of other plastics products n.e.c.
6482,243029,SURLUX DIAGNOSTIC LTD.,1.0,101041515000000.0,Health services,86100.0,Hospital activities
6483,243030,SURLUX HEALTH CENTRES LTD.,1.0,101014010900000.0,Other electronics,26600.0,"Manufacture of irradiation, electromedical and electrotherapeutic equipment"
6484,243032,SURLUX MEDIEQUIP LTD.,1.0,101041515000000.0,Health services,86100.0,Hospital activities
6485,243147,SURYA AGROILS LTD.,1.0,101011101200000.0,Vegetable oils & products,10402.0,Manufacture of vegetable oils and fats excluding corn oil
6486,243185,SURYA CREDIT LTD.,,,,,
6487,243223,SURYA FUNCITY LTD.,1.0,101041520900000.0,Other recreational & allied services,93290.0,Other amusement and recreation activities n.e.c.
6488,243226,TIRUPATI FINCORP LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
6489,243241,SURYA INDIA LTD.,1.0,110000000000000.0,Diversified,34.0,Diversified
6490,243243,SURYA INDUSTRIAL CORPN. LTD.,1.0,101040401000000.0,Wholesale trading,46498.0,Wholesale of precious metals and jewellery
6491,243264,SUERYAA KNITWEAR LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
6492,243275,SOLIS MARKETING LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
6493,243276,NECTAR LIFESCIENCES LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,2100.0,"Manufacture of pharmaceuticals, medicinal chemical and botanical products"
6494,243280,RAJAT SURYA INSTRUMENTS LTD.,1.0,101012525900000.0,Other domestic appliances,27509.0,Manufacture of other domestic appliances n.e.c.
6495,243293,SURYA PHARMACEUTICAL LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,2100.0,"Manufacture of pharmaceuticals, medicinal chemical and botanical products"
6496,243328,SURYA ROSHNI LTD.,1.0,101013501500000.0,Other ferrous metal products,2410.0,Manufacture of basic iron and steel
6497,243397,SURYACHAKRA POWER CORPN. LTD.,1.0,101030105000000.0,Conventional electricity,35106.0,Electric power generation using other non conventional sources
6498,243398,COCANADA ENERGY & INFRASTRUCTURE LTD. [MERGED],1.0,101041510000000.0,Business services & consultancy,77.0,Rental and leasing activities
6499,243406,SAPAN CHEMICALS LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
6500,243417,SURYAJYOTI SPINNING MILLS LTD.,1.0,101011501000000.0,Cotton & blended yarn,13111.0,Preparation and spinning of cotton fiber including blended* cotton
6501,243437,SURYAKRUPA FINANCE LTD.,1.0,101040509000000.0,Transport logistics services,52219.0,Other land transport services n.e.c
6502,243438,SURYALAKSHMI COTTON MILLS LTD.,1.0,101011590000000.0,Other textiles,13.0,Manufacture of textiles
6503,243440,SURYALATA SPINNING MILLS LTD.,1.0,101011501000000.0,Cotton & blended yarn,13111.0,Preparation and spinning of cotton fiber including blended* cotton
6504,243455,MYNK1906 INDUSTRIES INDIA LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
6505,243460,S F L INTERNATIONAL LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
6506,243495,SURYAVANSHI SPINNING MILLS LTD.,1.0,101011501000000.0,Cotton & blended yarn,13111.0,Preparation and spinning of cotton fiber including blended* cotton
6507,243502,SURYO FOODS & INDS. LTD.,1.0,101040401000000.0,Wholesale trading,46101.0,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
6508,243507,SURYODAY ALLO-METAL POWDERS LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
6509,243518,SURYODAYA INVESTMENT & TRDG. CO. LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
6510,243521,SURYODAYA PLASTICS LTD.,1.0,101012045400000.0,"Plastic furniture, floorings & miscellaneous items",222.0,Manufacture of plastics products
6511,243563,SUSHANT CAPITALS LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
6512,243632,SUSHIL PACKAGINGS (INDIA) LTD.,1.0,101012045050000.0,Plastic films & flexible packaging,22201.0,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)"
6513,243664,SUSHILA PULP & PAPERS LTD.,1.0,101015001050000.0,Paper & newsprint,17021.0,Manufacture of corrugated paper and paperboard
6514,243711,SUSHREE TRADING LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
6515,243733,SUSMIT TRADING LTD.,2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
6516,243784,S I L INVESTMENTS LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
6517,243810,SUVARNA APPAREL & FASHION EXPORTS LTD.,1.0,101011505000000.0,Cloth,13911.0,Manufacture of knitted and crocheted cotton fabrics
6518,243811,SUVARNA AQUA FARM & EXPORTS LTD.,1.0,101011101702000.0,Marine foods,10204.0,Processing and preserving of fish crustacean and similar foods
6519,243812,KEERTHI INDUSTRIES LTD.,1.0,101013001000000.0,Cement,23941.0,Manufacture of clinkers and cement
6520,243849,SUVEN LIFE SCIENCES LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,2100.0,"Manufacture of pharmaceuticals, medicinal chemical and botanical products"
6521,244037,SUYOG TELEMATICS LTD.,1.0,101040601000000.0,Telecommunication services,61209.0,Activities of other wireless telecommunications activities
6522,244056,SUZLON ENERGY LTD.,1.0,101014001100000.0,Boilers & turbines,28110.0,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines"
6523,244058,KUSH INDUSTRIES LTD.,1.0,101011505000000.0,Cloth,13121.0,"Weaving, Manufacture of cotton and cotton mixture fabrics."
6524,244068,SWADESHI MILLS CO. LTD.,1.0,101011505000000.0,Cloth,13121.0,"Weaving, Manufacture of cotton and cotton mixture fabrics."
6525,244074,SVAM SOFTWARES LTD.,1.0,101040405000000.0,Retail trading,47411.0,Retail sale of computers and computer peripherals
6526,244088,SVARAJ TRADING & AGENCIES LTD.,2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
6527,244093,SVARNIM TRADE UDYOG LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
6528,244136,SWAD INDUSTRIES & LEASING LTD.,1.0,101014001050000.0,Industrial machinery,28259.0,Manufacture of other machinery for the industrial preparation or manufacture of food or drink n.e.c. (including tea or coffee making machines)
6529,244171,SWADESHI INDUSTRIES & LEASING LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
6530,244186,SWADESHI POLYTEX LTD.,1.0,101060209000000.0,Other construction & allied activities,41001.0,Construction of buildings carried out on own-account basis or on a fee or contract basis
6531,244270,SWAGTAM TRADING & SERVICES LTD.,1.0,101043500000000.0,Diversified non-financial services,46909.0,Other non-specialised wholesale trade n.e.c.
6532,244278,SWAIKA VANASPATI PRODUCTS LTD.,1.0,101040401000000.0,Wholesale trading,46309.0,Wholesale of other basic/manufactured food stuffs n.e.c.
6533,244387,SWAN ENERGY LTD.,1.0,101011505000000.0,Cloth,13121.0,"Weaving, Manufacture of cotton and cotton mixture fabrics."
6534,244479,S A L AUTOMOTIVE LTD.,1.0,101014502059000.0,Other automobile ancillaries,29209.0,Manufacture of other attachments to motor vehicles n.e.c.
6535,244486,SWARAJ ENGINES LTD.,1.0,101014001300000.0,Engines,28110.0,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines"
6536,244495,S M L ISUZU LTD.,1.0,101014502010500.0,Commercial vehicles,29102.0,"Manufacture of commercial vehicles such as vans, lorries, over-the-road tractors for semi-trailers etc."
6537,244568,SWARNA SECURITIES LTD.,1.0,101041510000000.0,Business services & consultancy,77.0,Rental and leasing activities
6538,244618,SWARNIMA OIL INDS. LTD.,1.0,101011101200000.0,Vegetable oils & products,10402.0,Manufacture of vegetable oils and fats excluding corn oil
6539,244632,GLOBE TEXTILES (INDIA) LTD.,1.0,101011590000000.0,Other textiles,13.0,Manufacture of textiles
6540,244678,SWASTI VINAYAKA SYNTHETICS LTD.,1.0,101011505000000.0,Cloth,13121.0,"Weaving, Manufacture of cotton and cotton mixture fabrics."
6541,244729,INDRA INDUSTRIES LTD.,1.0,101012045100000.0,Plastic packaging goods,22203.0,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc.)"
6542,244773,SWASTIK NITRO AROMATICS LTD.,1.0,101012035000000.0,Organic chemicals,20119.0,Manufacture of organic and inorganic chemical compounds n.e.c.
6543,244811,SWASTIK ROOFING LTD. [MERGED],1.0,101013090000000.0,Other construction materials,23959.0,Manufacture of other cement and asbestos cement products n.e.c.
6544,244812,SWASTIK RUBBER PRODUCTS LTD.,1.0,101016000000000.0,Diversified manufacturing,34.0,Diversified
6545,244814,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
6546,244830,SWASTIK SURFACTANTS LTD.,2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
6547,244856,SWASTIKA INVESTMART LTD.,2.0,102050100000000.0,Securities broking,66120.0,Security and commodity contracts brokerage
6548,245006,SWEATAMBER STEEL LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
6549,245008,SWEDE (INDIA) TELTRONICS LTD.,1.0,101040401000000.0,Wholesale trading,46593.0,"Wholesale of electrical machinery, equipment and supplies, n.e.c."
6550,245080,SWET-CHEM ANTIBIOTICS LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,21001.0,"Manufacture  of  medicinal  substances  used  in  the  manufacture  of pharmaceuticals: antibiotics, endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid, its salts and esters; glycosides and vegetable alkaloids; chemically pure suger etc."
6551,245181,JHAGADIA COPPER LTD.,1.0,101013505900000.0,Other non-ferrous metals & metal products,24209.0,Manufacture of other non-ferrous metals n.e.c.
6552,245202,SWISS GLASCOAT EQUIPMENTS LTD.,1.0,101013501500000.0,Other ferrous metal products,25133.0,"Manufacture of auxiliary plant for use with steam generators (condensers, economizers, superheaters, steam collectors and accumulators)"
6553,245225,SWISSEN INTERSPACE LTD.,1.0,101012590000000.0,Other consumer goods,31009.0,Manufacture of other furniture n.e.c.
6554,245240,SWITCHING TECHNOLOGIES GUNTHER LTD.,1.0,101014010900000.0,Other electronics,27331.0,"Manufacture of switch, switch box, lamp holders, lugs etc."
6555,245254,SWOJAS ENERGY FOODS LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
6556,245256,SWORD & SHIELD PHARMA LTD.,1.0,101041590000000.0,Other miscellaneous services,46103.0,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
6557,245285,SYBLY INDUSTRIES LTD.,1.0,101011510000000.0,Man-made filaments & fibres,20203.0,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
6558,245319,LAXMAN INDUSTRIES LTD.,1.0,101041510000000.0,Business services & consultancy,77.0,Rental and leasing activities
6559,245336,SYMBIOX INVESTMENT & TRDG. CO. LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
6560,245363,SYMPHONY LTD.,1.0,101040401000000.0,Wholesale trading,46593.0,"Wholesale of electrical machinery, equipment and supplies, n.e.c."
6561,245426,SYNCOM FORMULATIONS (INDIA) LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,21002.0,Manufacture of allopathic pharmaceutical preparations
6562,245437,SYNDICATE BANK,3.0,102010000000000.0,Banking services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
6563,245499,SYNERGY FINANCIAL EXCHANGE LTD.,2.0,102031500000000.0,Other asset financing services,64920.0,Other credit granting
6564,245513,SECURE EARTH TECHNOLOGIES LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
6565,245515,MULTIBASE INDIA LTD.,1.0,101012040000000.0,Polymers,20131.0,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
6566,245539,SYNGENE INTERNATIONAL LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,21001.0,"Manufacture  of  medicinal  substances  used  in  the  manufacture  of pharmaceuticals: antibiotics, endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid, its salts and esters; glycosides and vegetable alkaloids; chemically pure suger etc."
6567,245544,SYNGENTA INDIA LTD.,1.0,101012020000000.0,Pesticides,20211.0,"Manufacture of insecticides, rodenticides, fungicides, herbicides"
