,co_code,company_name,co_industry_type,co_industry_gp_code,co_industry_name,nic_prod_code,nic_name
0,11,20 MICRONS LTD.,1.0,101020300000000.0,Minerals,8.0,Other mining and quarrying
1,14,20TH CENTURY FINANCE CORPN. LTD. [MERGED],2.0,102031500000000.0,Other asset financing services,64920.0,Other credit granting
2,289,A B C INDIA LTD.,1.0,101040509000000.0,Transport logistics services,5224.0,Cargo handling
3,301,A B C O PLASTICS LTD.,1.0,101012045400000.0,"Plastic furniture, floorings & miscellaneous items",22209.0,Manufacture of other plastics products n.e.c.
4,363,STARLOG ENTERPRISES LTD.,1.0,101041510000000.0,Business services & consultancy,82990.0,Other business support service activities n.e.c.
5,365,A B G SHIPYARD LTD.,1.0,101014590000000.0,Other transport equipment & ancillaries,301.0,Building of ships and boats
6,400,A B L BIOTECHNOLOGIES LTD.,1.0,101041510000000.0,Business services & consultancy,77.0,Rental and leasing activities
7,414,A B M INTERNATIONAL LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
8,415,A B M KNOWLEDGEWARE LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
9,443,A B N GRANITES LTD.,1.0,101013025000000.0,Granite,8102.0,Quarrying of granite
10,612,A C E EDUTREND LTD.,1.0,101041517000000.0,Education,85.0,Education
11,621,A C E LABORATORIES LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,21002.0,Manufacture of allopathic pharmaceutical preparations
12,641,A C E STONECRAFT LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
13,666,A C I INFOCOM LTD.,1.0,101040401000000.0,Wholesale trading,46511.0,Wholesale of computers and computer peripheral equipment
14,771,CEINSYS TECH LTD.,1.0,101041510000000.0,Business services & consultancy,71100.0,Architectural and engineering activities and related technical consultancy
15,783,A D F FOODS LTD.,1.0,101011101701000.0,Processed foods,10799.0,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like Manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)"
16,830,A D S DIAGNOSTIC LTD.,1.0,101040401000000.0,Wholesale trading,46596.0,"Wholesale of scientific, medical and surgical machinery and equipment"
17,867,A E C (INDIA) LTD.,1.0,101060201000000.0,Industrial construction,42209.0,Construction of utility projects n.e.c.
18,871,A E C ENTERPRISES LTD.,1.0,101040401000000.0,Wholesale trading,46599.0,"Wholesale of other machinery, equipment and supplies n.e.c. including computer-controlled machine tools and computer-controlled sewing and knitting machines"
19,912,A F ENTERPRISES LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
20,934,APEEJAY TEA LTD. [MERGED],1.0,101011101050000.0,Tea,10791.0,Processing and blending of tea including Manufacture of instant tea
21,1034,A G S INFOTECH LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
22,1120,A I A ENGINEERING LTD.,1.0,101013501150000.0,Castings & forgings,24319.0,Manufacture of other iron and steel casting and products thereof
23,1144,A INFRASTRUCTURE LTD.,1.0,101013090000000.0,Other construction materials,23953.0,Manufacture of asbestos sheets
24,1159,A J BROTHERS LTD.,1.0,101041590000000.0,Other miscellaneous services,46103.0,"Activities of commission agents dealing in wholesale trade in machinery & equipment, other than transport machinery"
25,1315,A K C SYNTHETICS LTD.,1.0,101011505000000.0,Cloth,13121.0,"Weaving, Manufacture of cotton and cotton mixture fabrics."
26,1317,A K CAPITAL SERVICES LTD.,2.0,102059000000000.0,Other fee based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
27,1372,A K G ACOUSTICS (INDIA) LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
28,1464,S M S TECHSOFT (INDIA) LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
29,1570,A K S CREDITS LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
30,1621,A K SPINTEX LTD.,1.0,101011505000000.0,Cloth,13124.0,"Weaving, manufacturing of man-made fiber and man-made mixture fabrics."
31,1624,A K STRUCTURAL FOAM LTD. [MERGED],1.0,101043500000000.0,Diversified non-financial services,46909.0,Other non-specialised wholesale trade n.e.c.
32,1792,A M E I POWER LTD.,1.0,101014005050000.0,"Generators, transformers & switchgears",27102.0,"Manufacture of electric power distribution transformers, arc-welding transformers, fluorescent ballasts, transmission and distribution voltage regulators"
33,1827,A M I COMPUTERS (I) LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
34,2015,A N G INDUSTRIES LTD.,1.0,101014502059000.0,Other automobile ancillaries,29301.0,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc."
35,2021,A N GLOBAL LTD.,1.0,101041510000000.0,Business services & consultancy,77.0,Rental and leasing activities
36,2080,A N S INDS. LTD.,1.0,101041510000000.0,Business services & consultancy,77.0,Rental and leasing activities
37,2248,A P M INDUSTRIES LTD.,1.0,101011510000000.0,Man-made filaments & fibres,13114.0,Preparation and spinning of man-made fiber including blended* man-made fiber
38,2384,SCHNEIDER ELECTRIC PRESIDENT SYSTEMS LTD.,1.0,101014010900000.0,Other electronics,26517.0,Manufacture of industrial process control equipment
39,2448,A R C FINANCE LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
40,2513,A R I CONSOLIDATED INVSTS. PVT. LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
41,2566,A R M POLYMERS LTD.,1.0,101012045100000.0,Plastic packaging goods,22203.0,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc.)"
42,2717,DISH T V INDIA LTD.,1.0,101041520050000.0,Media-broadcasting,61103.0,Activities of the cable operators
43,2773,ANIL SPECIAL STEEL INDS. LTD.,1.0,101013501100000.0,Steel,24105.0,Manufacture of hot-rolled and cold-rolled products of steel
44,2842,A S M TECHNOLOGIES LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
45,2885,A S R AGRO LTD.,1.0,101011150000000.0,Other agricultural products,1136.0,Growing of mushrooms and truffles
46,2898,A S ROTOTECH LTD.,1.0,101015001050000.0,Paper & newsprint,17097.0,Manufacture of carbon paper & stationary items
47,3005,A T E TRADING & MFG. CO. LTD. [MERGED],1.0,101040401000000.0,Wholesale trading,46599.0,"Wholesale of other machinery, equipment and supplies n.e.c. including computer-controlled machine tools and computer-controlled sewing and knitting machines"
48,3052,A T N INTERNATIONAL LTD.,1.0,101041510000000.0,Business services & consultancy,77.0,Rental and leasing activities
49,3083,A T V PROJECTS INDIA LTD.,1.0,101060201000000.0,Industrial construction,42209.0,Construction of utility projects n.e.c.
50,3149,TAVERNIER RESOURCES LTD.,1.0,101040401000000.0,Wholesale trading,46697.0,Wholesale of precious stones
51,3184,A V I EXPORT (INDIA) LTD.,1.0,101040401000000.0,Wholesale trading,46101.0,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
52,3189,A V I INDUSTRIES LTD.,1.0,101011101200000.0,Vegetable oils & products,10406.0,"Manufacture  of  oil  cakes  &  meals  incl.  residual  products,  e.g. Oleostearin,Palmstearin"
53,3194,A V I PRODUCTS INDIA LTD.,1.0,101040405000000.0,Retail trading,471.0,Retail sale in non-specialized stores
54,3196,A V I POLYMERS LTD.,1.0,101040401000000.0,Wholesale trading,46691.0,"Wholesale of industrial chemicals,"
55,3303,ZENITH STEEL TUBES & INDS. LTD.,1.0,101020300000000.0,Minerals,89.0,Mining and quarrying n.e.c.
56,3335,A V T NATURAL PRODUCTS LTD.,1.0,101011150000000.0,Other agricultural products,2302.0,"Gathering of lac, resins and rubber-like gums"
57,3458,AACHAL ALLOYS LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
58,3624,AAKAR ENGINEERING & MFG. CO. LTD.,1.0,101040401000000.0,Wholesale trading,46599.0,"Wholesale of other machinery, equipment and supplies n.e.c. including computer-controlled machine tools and computer-controlled sewing and knitting machines"
59,3704,PRISM INFORMATICS LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
60,3737,JAINEX AAMCOL LTD.,1.0,101014001150000.0,Machine tools,28221.0,"Manufacture of machine tools for turning, drilling, milling, shaping, planning, boring, grinding etc."
61,3768,AANKIT GRANITES LTD.,1.0,101013025000000.0,Granite,8102.0,Quarrying of granite
62,3821,AAR SHYAM (INDIA) INVST. CO. LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
63,3889,AAREY DRUGS & PHARMACEUTICALS LTD.,1.0,101040401000000.0,Wholesale trading,46497.0,Wholesale of pharmaceutical and medical goods
64,3972,AARTECH SOLONICS LTD.,1.0,101014010900000.0,Other electronics,26517.0,Manufacture of industrial process control equipment
65,3990,AARTI DRUGS LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,2100.0,"Manufacture of pharmaceuticals, medicinal chemical and botanical products"
66,3998,AARTI INDUSTRIES LTD.,1.0,101012090000000.0,Other chemical products,20299.0,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)"
67,4024,AARVEE DENIMS & EXPORTS LTD.,1.0,101011505000000.0,Cloth,1312.0,Weaving of textiles
68,4030,AARVI ENCON LTD.,1.0,101041510000000.0,Business services & consultancy,78100.0,Activities of employment placement agencies
69,4053,AASHEESH SECURITIES LTD.,2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
70,4056,AASHI INDUSTRIES LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,21002.0,Manufacture of allopathic pharmaceutical preparations
71,4132,AASWA TRADING & EXPORTS LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
72,4210,ABACUS COMPUTERS LTD.,1.0,101060209000000.0,Other construction & allied activities,42909.0,Other civil engineering projects n.e.c.
73,4253,ABAN OFFSHORE LTD.,1.0,101060201000000.0,Industrial construction,43122.0,"Site preparation including drilling, boring and core sampling for construction, geophysical, geological or similar purposes"
74,4286,PHARMACIA HEALTHCARE LTD. [MERGED],1.0,101012030000000.0,Drugs & pharmaceuticals,21002.0,Manufacture of allopathic pharmaceutical preparations
75,4320,ABEE INFO-CONSUMABLES LTD.,1.0,101014010010000.0,"Computers, peripherals & storage devices",26209.0,Manufacture of computers and peripheral equipment n.e.c.
76,4483,ABHIJIT TRADING CO. LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
77,4581,ABHINAV CAPITAL SERVICES LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
78,4589,ABHINAV LEASING & FINANCE LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
79,4671,RADICO KHAITAN LTD.,1.0,101011101300000.0,Beer & alcohol,11011.0,"Manufacture of distilled, potable, alcoholic beverages such as whisky, brandy, gin, 'mixed drinks' etc."
80,4680,ABHISHEK CORPORATION LTD.,1.0,101043500000000.0,Diversified non-financial services,46909.0,Other non-specialised wholesale trade n.e.c.
81,4709,TRIDENT LTD.,1.0,101011501000000.0,Cotton & blended yarn,13111.0,Preparation and spinning of cotton fiber including blended* cotton
82,4730,ABHISHEK SPINFAB CORPN. LTD. [MERGED],1.0,101011590000000.0,Other textiles,13929.0,"Manufacture of other made-up textile articles, except apparel n.e.c."
83,4831,ABIRAMI FINANCIAL SERVICES (INDIA) LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
84,5003,INSPIRISYS SOLUTIONS LTD.,1.0,101040401000000.0,Wholesale trading,46511.0,Wholesale of computers and computer peripheral equipment
85,5173,ACCURATE EXPORTS LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
86,5206,ACCURATE TRANSFORMERS LTD.,1.0,101040401000000.0,Wholesale trading,46593.0,"Wholesale of electrical machinery, equipment and supplies, n.e.c."
87,5284,ACE SOFTWARE EXPORTS LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
88,5396,ACKNIT INDUSTRIES LTD.,1.0,101011520000000.0,Readymade garments,14309.0,Manufacture of other knitted and crocheted apparel including hosiery
89,5417,PROVOGUE (INDIA) LTD.,1.0,101011520000000.0,Readymade garments,1410.0,"Manufacture of wearing apparel, except fur apparel"
90,5435,ACME FLUORO POLYMERS LTD.,1.0,101012040000000.0,Polymers,20131.0,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)"
91,5445,ACME INDUSTRIES LTD.,1.0,101015090000000.0,Miscellaneous manufactured articles,32.0,Other manufacturing
92,5478,ACME SPINNERS LTD.,1.0,101011501000000.0,Cotton & blended yarn,13111.0,Preparation and spinning of cotton fiber including blended* cotton
93,5531,ACQUAINT EXPORTS LTD.,1.0,101043500000000.0,Diversified non-financial services,46909.0,Other non-specialised wholesale trade n.e.c.
94,5568,ACROW INDIA LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
95,5574,ACRYSIL LTD.,1.0,101013015000000.0,Ceramic products,23922.0,"Manufacture of non-refractory ceramic sanitary wares: sinks, baths, water- closet pans, flushing cistern etc."
96,5596,ACTION FINANCIAL SERVICES (INDIA) LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
97,5674,ACUMEN TRADING & INVSTS. LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
98,5695,AD-MANUM FINANCE LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
99,5715,ADAM COMSOF LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
100,5747,ADANI ENTERPRISES LTD.,1.0,101040401000000.0,Wholesale trading,46610.0,"Wholesale of solid, liquid and gaseous fuels and related products"
101,5757,ADANI POWER LTD.,1.0,101040401000000.0,Wholesale trading,46610.0,"Wholesale of solid, liquid and gaseous fuels and related products"
102,5791,ADARSH CHEMICALS & FERTILISERS LTD.,1.0,101012035000000.0,Organic chemicals,20119.0,Manufacture of organic and inorganic chemical compounds n.e.c.
103,5802,VIKAS PROPPANT & GRANITE LTD.,1.0,101011150000000.0,Other agricultural products,2309.0,"Gathering of non-wood forest products, n.e.c."
104,5838,ADARSH MERCANTILE LTD.,1.0,101040401000000.0,Wholesale trading,46209.0,Whole sale of other agriculture raw materials n.e.c.
105,5843,ADARSH PLANT PROTECT LTD.,1.0,101013501500000.0,Other ferrous metal products,25129.0,Manufacture of other containers n.e.c.
106,5888,ADCON CAPITAL SERVICES LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
107,5907,ADD-LIFE PHARMA LTD.,1.0,101040401000000.0,Wholesale trading,46497.0,Wholesale of pharmaceutical and medical goods
108,5921,ADDI INDUSTRIES LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
109,5994,ACIL COTTON INDS. LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
110,6011,ADHARSHILA CAPITAL SERVICES LTD.,2.0,102040000000000.0,Other fund based financial services,64990.0,"Other financial service activities, except insurance and pension funding activities, n.e.c."
111,6016,ADHBHUT INFRASTRUCTURE LTD.,1.0,101041510000000.0,Business services & consultancy,77.0,Rental and leasing activities
112,6076,ADHUNIK SYNTHETICS LTD.,1.0,101011505000000.0,Cloth,13124.0,"Weaving, manufacturing of man-made fiber and man-made mixture fabrics."
113,6082,ADHUNIK YARNS LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
114,6097,GENERIC PHARMASEC LTD.,1.0,101041590000000.0,Other miscellaneous services,46109.0,Activities of other commission agents n.e.c. (including commission agents working in emerging areas for wholesale trade
115,6136,ADINATH EXIM RESOURCES LTD.,2.0,102040000000000.0,Other fund based financial services,64300.0,"Trusts, funds and other financial vehicles"
116,6166,ADINATH TEXTILES LTD.,1.0,101041510000000.0,Business services & consultancy,77.0,Rental and leasing activities
117,6225,ADITHYA ALKALOIDS LTD.,1.0,101012001000000.0,Inorganic chemicals,20119.0,Manufacture of organic and inorganic chemical compounds n.e.c.
118,6226,BLUE CLOUD SOFTECH SOLUTIONS LTD.,1.0,101040401000000.0,Wholesale trading,46511.0,Wholesale of computers and computer peripheral equipment
119,6228,ADITYA EXPORTS PVT. LTD.,1.0,101040401000000.0,Wholesale trading,46109.0,Activities of other commission agents n.e.c. (including commission agents working in emerging areas for wholesale trade
120,6318,ADITYA ELECTRO COMMUNICATIONS LTD.,1.0,101041520900000.0,Other recreational & allied services,59142.0,Activities of cine-clubs
121,6342,ADITYA FORGE LTD.,1.0,101013555000000.0,Diversified metal & metal products,25999.0,Manufacture of other fabricated metal products n.e.c.
122,6347,ARIS INTERNATIONAL LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
123,6348,ADITYA ISPAT LTD.,1.0,101013501100000.0,Steel,24105.0,Manufacture of hot-rolled and cold-rolled products of steel
124,6364,ADITYA INTERNATIONAL LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
125,6374,NITIN CASTINGS LTD.,1.0,101013501150000.0,Castings & forgings,24319.0,Manufacture of other iron and steel casting and products thereof
126,6376,ADITYA LIME INDS. LTD.,1.0,101020300000000.0,Minerals,8104.0,Mining of dolomite
127,6385,ADITYA MILLS LTD.,1.0,101060209000000.0,Other construction & allied activities,41001.0,Construction of buildings carried out on own-account basis or on a fee or contract basis
128,6400,ADITYA POLYMERS LTD.,1.0,101012045100000.0,Plastic packaging goods,22203.0,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc.)"
129,6431,ADITYA SPINNERS LTD.,1.0,101011501000000.0,Cotton & blended yarn,13111.0,Preparation and spinning of cotton fiber including blended* cotton
130,6456,ADITYA VISION LTD.,1.0,101040405000000.0,Retail trading,47599.0,"Retail sale of other household appliances n.e.c. ( security systems, such as locking devices, safes, and vaults, without installation or maintenance services etc. , wooden, cork and wickerwork goods, sewing and knitting machine and other household utensils and durables n.e.c.)"
131,6484,RELIANCE MEDIAWORKS LTD.,1.0,101041510000000.0,Business services & consultancy,77.0,Rental and leasing activities
132,6584,ADOR FONTECH LTD.,1.0,101014005150000.0,Miscellaneous electrical machinery,27900.0,Manufacture of other electrical equipment
133,6585,ADOR MULTIPRODUCTS LTD.,1.0,101012501000000.0,"Cosmetics, toiletries, soaps & detergents",20239.0,Manufacture of other perfumes and toilet preparations n.e.c.
134,6589,ADOR TECHNOPAK LTD. [MERGED],1.0,101015001100000.0,Paper products,17029.0,Manufacture of other containers of paper and paperboard n.e.c.
135,6681,ADVAIT COMMERCIAL ENTERPRISES LTD.,1.0,101040401000000.0,Wholesale trading,46209.0,Whole sale of other agriculture raw materials n.e.c.
136,6697,ADVANCE BIO-COAL (INDIA) LTD.,1.0,101020100000000.0,Coal & lignite,510.0,Mining of hard coal
137,6767,ADVANCE MULTITECH LTD.,1.0,101040401000000.0,Wholesale trading,46411.0,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes"
138,6773,ADVANCE PETROCHEMICALS LTD.,1.0,101012090000000.0,Other chemical products,20.0,Manufacture of Chemicals and Chemical products
139,6793,ADVANCE SYNTEX LTD.,1.0,101012045050000.0,Plastic films & flexible packaging,22201.0,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)"
140,6819,ADVANCED ENZYME TECHNOLOGIES LTD.,1.0,101012090000000.0,Other chemical products,20295.0,"Manufacture of gelatine and its derivatives, resinoids, glues, prepared adhesives, including rubber-based glues and adhesives"
141,6871,ADVANCED MICRONIC DEVICES LTD.,1.0,101040401000000.0,Wholesale trading,46511.0,Wholesale of computers and computer peripheral equipment
142,6916,ADVANI HOTELS & RESORTS (INDIA) LTD.,1.0,101040101000000.0,Hotels & restaurants,55101.0,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats"
143,6923,ADOR WELDING LTD.,1.0,101014005150000.0,Miscellaneous electrical machinery,27900.0,Manufacture of other electrical equipment
144,6926,ADVANTA LTD. [MERGED],1.0,101011150000000.0,Other agricultural products,1640.0,Seed processing for propagation
145,6953,ADVENT COMPUTER SERVICES LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
146,7002,ADVIK LABORATORIES LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,21002.0,Manufacture of allopathic pharmaceutical preparations
147,7068,AEGIS LOGISTICS LTD.,1.0,101041505000000.0,Storage & distribution,52109.0,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in foreign trade zones]"
148,7077,LUDLOW JUTE & SPECIALITIES LTD.,1.0,101011590000000.0,Other textiles,13135.0,"Finishing of jute, mesta and other vegetable textiles fabrics"
149,7091,AEONIAN INVESTMENTS CO. LTD.,2.0,102031500000000.0,Other asset financing services,64920.0,Other credit granting
150,7203,AESCULAPIUS REMEDIES LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,21002.0,Manufacture of allopathic pharmaceutical preparations
151,7294,AFTEK LTD.,1.0,101040801000000.0,Computer software,62013.0,Providing software support and maintenance to the clients
152,7447,WAGEND INFRA VENTURE LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
153,7633,SHIRPUR GOLD REFINERY LTD.,1.0,101040401000000.0,Wholesale trading,46498.0,Wholesale of precious metals and jewellery
154,8081,AGRI-MARINE EXPORTS LTD.,1.0,101011101702000.0,Marine foods,10204.0,Processing and preserving of fish crustacean and similar foods
155,8083,AGRI-TECH (INDIA) LTD.,1.0,110000000000000.0,Diversified,34.0,Diversified
156,8122,AGRIMAS CHEMICALS LTD.,1.0,101012020000000.0,Pesticides,2021.0,Manufacture of pesticides and other agrochemical products
157,8137,AGRITECH HATCHERIES & FOODS LTD.,1.0,101011150000000.0,Other agricultural products,1491.0,"Raising and breeding of pet animals (cats, dogs, birds, hamsters etc.)"
158,8150,AGRO CHEM PUNJAB LTD.,1.0,101012015000000.0,Fertilisers,20129.0,Manufacture of other fertilizers n.e.c.
159,8153,AGRO DUTCH INDS. LTD.,1.0,101011150000000.0,Other agricultural products,1136.0,Growing of mushrooms and truffles
160,8183,AGRO TECH FOODS LTD.,1.0,101011101200000.0,Vegetable oils & products,10402.0,Manufacture of vegetable oils and fats excluding corn oil
161,8184,AGRO TECH INDIA LTD.,1.0,101011101200000.0,Vegetable oils & products,10401.0,Manufacture of hydrogenated oil and vanaspati ghee
162,8280,AHIMSA INDUSTRIES LTD.,1.0,101011505000000.0,Cloth,13121.0,"Weaving, Manufacture of cotton and cotton mixture fabrics."
163,8306,AHLCON PARENTERALS (INDIA) LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,21002.0,Manufacture of allopathic pharmaceutical preparations
164,8312,AHLUWALIA CONTRACTS (INDIA) LTD.,1.0,101060201000000.0,Industrial construction,42209.0,Construction of utility projects n.e.c.
165,8336,ADVANCE LIFESTYLES LTD.,2.0,102040000000000.0,Other fund based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
166,8354,TORRENT POWER A E C LTD. [MERGED],1.0,101030105000000.0,Conventional electricity,35101.0,Electric power generation by hydroelectric power plants
167,8360,EXCEL CASTRONICS LTD.,1.0,101040401000000.0,Wholesale trading,46101.0,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles"
168,8378,AHMEDABAD STEELCRAFT LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
169,8392,METALYST FORGINGS LTD.,1.0,101013501150000.0,Castings & forgings,25910.0,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy"
170,8468,AHURA WELDING ELECTRODE MFRS. LTD.,1.0,101014005150000.0,Miscellaneous electrical machinery,27900.0,Manufacture of other electrical equipment
171,8523,AIMCO PESTICIDES LTD.,1.0,101012020000000.0,Pesticides,2021.0,Manufacture of pesticides and other agrochemical products
172,8628,AIRAN LTD.,1.0,101041510000000.0,Business services & consultancy,63111.0,Data processing activities including report writing
173,8645,AIRCOMMAND AIRTECHNICS LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
174,8646,AIRCOMMAND INDIA LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
175,8893,AJANTA PHARMA LTD.,1.0,101012030000000.0,Drugs & pharmaceuticals,21002.0,Manufacture of allopathic pharmaceutical preparations
176,8909,AJANTA SOYA LTD.,1.0,101011101200000.0,Vegetable oils & products,10401.0,Manufacture of hydrogenated oil and vanaspati ghee
177,8923,AJANTA TUBES LTD.,1.0,101013501200000.0,Steel pipes & tubes,24311.0,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel"
178,9001,AJAY ELECTRICAL INDS. LTD.,1.0,101012525900000.0,Other domestic appliances,27400.0,Manufacture of electric lighting equipment
179,9167,AJCON GLOBAL SERVICES LTD.,2.0,102059000000000.0,Other fee based financial services,64191.0,"Monetary intermediation of commercial banks, saving banks. postal savings bank and discount houses"
180,9335,AJWA FUN WORLD & RESORT LTD.,1.0,101043500000000.0,Diversified non-financial services,46909.0,Other non-specialised wholesale trade n.e.c.
181,9356,AFLOAT TEXTILE (INDIA) LTD.,1.0,101011515000000.0,Textile processing,20203.0,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn"
182,9395,OPTIEMUS INFRACOM LTD.,1.0,101040401000000.0,Wholesale trading,46522.0,"Wholesale of radio, television and other consumer electronics including CD/ DVD players and recorders"
183,9424,AKAR LAMINATORS LTD.,1.0,101040401000000.0,Wholesale trading,46909.0,Other non-specialised wholesale trade n.e.c.
184,9427,AKAR POLYMATIK LTD. [MERGED],1.0,101012045050000.0,Plastic films & flexible packaging,22201.0,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)"
185,9431,AKAR AUTO INDS. LTD.,1.0,101014001150000.0,Machine tools,28221.0,"Manufacture of machine tools for turning, drilling, milling, shaping, planning, boring, grinding etc."
186,9455,AKASH AGENCIES LTD.,2.0,102200000000000.0,Diversified financial services,64910.0,Financial leasing
187,9457,AKASH AGRO INDS. LTD.,1.0,101011101200000.0,Vegetable oils & products,10402.0,Manufacture of vegetable oils and fats excluding corn oil
